type;constellation;names;nicknames;ra;dec;mag_v;mag_b;major_axis;minor_axis;angle
g;com;NGC4908;;13:00:54.46;28:00:27.50;13.23;14.22;1.19;0.77;97
g;cen;NGC4909;;13:02:01.85;-42:46:17.10;12.76;13.62;1.96;1.80;30
g;com;NGC4911;;13:00:56.08;27:47:27.00;12.88;13.66;1.16;0.96;130
g;com;NGC4912;;13:01:33.60;29:07:50.20;13.84;14.80;1.06;0.53;135
g;com;NGC4913|IC0843|IC4088;;13:01:43.37;29:02:40.80;13.84;14.71;1.45;0.40;88
g;cvn;NGC4914;;13:00:42.95;37:18:55.00;11.60;12.50;2.69;1.31;154
g;vir;NGC4915;;13:01:28.22;-4:32:47.50;12.00;12.89;1.64;1.55;65
g;com;NGC4916;;13:02:04.20;29:15:12.40;13.95;15.14;0.98;0.23;156
g;cvn;NGC4917;;13:00:55.57;47:13:19.60;;14.87;1.33;0.81;152
g;vir;NGC4918;;13:01:50.62;-4:30:02.00;;15.07;0.89;0.33;77
g;com;NGC4919;;13:01:17.59;27:48:32.70;14.04;15.06;1.11;0.58;142
g;vir;NGC4920|IC4134;;13:02:04.15;-11:22:42.30;;14.15;1.08;0.83;170
g;com;NGC4921;;13:01:26.15;27:53:09.40;12.62;13.49;1.96;1.80;135
gpair;com;NGC4922;;13:01:24.90;29:18:40.00;;;1.10;;
g;com;NGC4922 NED01;;13:01:24.52;29:18:30.10;14.00;13.82;1.23;1.17;137
g;com;NGC4922 NED02;;13:01:25.26;29:18:49.60;14.02;14.76;0.58;0.34;123
g;com;NGC4923;;13:01:31.80;27:50:51.10;13.74;14.69;0.72;0.67;60
g;vir;NGC4924;;13:02:12.85;-14:58:11.40;;13.87;1.77;1.35;58
g;vir;NGC4925;;13:02:07.39;-7:42:38.80;;14.34;1.18;0.87;119
g;com;NGC4926;;13:01:53.73;27:37:28.00;12.99;14.03;1.23;1.04;64
g;com;NGC4926A;;13:02:07.88;27:38:53.90;;15.39;0.63;0.44;87
g;com;NGC4927;;13:01:57.60;28:00:21.20;;14.75;1.01;0.64;12
g;vir;NGC4928;;13:03:00.57;-8:05:05.90;;12.92;1.05;0.80;73
g;com;NGC4929;;13:02:44.40;28:02:43.30;;14.88;0.82;0.68;48
g;cen;NGC4930;;13:04:05.27;-41:24:41.70;11.43;12.13;3.54;2.84;44
g;com;NGC4931;;13:03:00.88;28:01:56.90;13.43;14.47;1.65;0.62;77
g;cvn;NGC4932;;13:02:37.71;50:26:18.30;;14.55;1.44;1.08;1
gtrpl;vir;NGC4933;;13:03:57.90;-11:29:52.00;;;3.50;;
g;vir;NGC4933A|IC4173;;13:03:54.73;-11:30:18.20;;13.96;0.74;0.74;40
g;vir;NGC4933B|IC4176;;13:03:56.74;-11:29:53.00;11.74;12.69;4.37;1.88;46
g;vir;NGC4933C;;13:04:01.09;-11:29:26.00;;15.89;0.65;0.52;146
g;com;NGC4934;;13:03:16.24;28:01:49.50;14.33;15.17;1.00;0.16;103
g;com;NGC4935;;13:03:21.23;14:22:39.00;;13.97;1.09;0.92;84
g;cen;NGC4936;;13:04:16.89;-30:31:34.50;10.71;11.95;2.85;2.43;6
*ass;cen;NGC4937;;13:04:51.57;-47:13:09.70;;;;;
g;cvn;NGC4938;;13:02:57.59;51:19:06.70;;15.10;0.87;0.78;44
g;vir;NGC4939;;13:04:14.39;-10:20:22.60;11.91;11.89;5.71;2.30;6
g;cen;NGC4940;;13:05:00.25;-47:14:12.90;13.18;13.94;1.13;1.00;28
g;vir;NGC4941;;13:04:13.14;-5:33:05.80;11.27;11.90;3.29;2.70;23
g;vir;NGC4942|IC4136;;13:04:19.11;-7:38:58.00;;13.79;1.68;1.22;25
g;com;NGC4943;;13:03:44.94;28:05:03.20;;15.46;0.79;0.54;105
g;com;NGC4944;;13:03:49.95;28:11:08.60;12.87;13.80;1.39;0.43;88
g;cen;NGC4945;Cigar Galaxy (2 of 2);13:05:27.48;-49:28:05.60;11.86;9.28;23.33;4.03;44
g;cen;NGC4945A;;13:06:33.73;-49:41:26.30;;13.31;2.63;1.62;57
g;cen;NGC4946;;13:05:29.38;-43:35:28.10;12.35;13.40;2.00;1.67;135
g;cen;NGC4947|IC3974;;13:05:20.20;-35:20:14.70;12.20;12.73;2.65;1.34;11
g;cen;NGC4947A;;13:04:20.83;-35:13:40.00;;15.01;1.28;0.51;23
g;vir;NGC4948|IC4156;;13:04:55.96;-7:56:51.70;;13.44;2.30;0.82;140
g;vir;NGC4948A;;13:05:05.79;-8:09:40.80;13.50;13.99;1.44;1.04;180
g;com;NGC4949;;13:04:17.92;29:01:46.30;14.97;15.85;0.72;0.38;102
g;cen;NGC4950;;13:05:36.53;-43:30:01.90;;14.95;0.92;0.79;99
g;vir;NGC4951;;13:05:07.70;-6:29:37.80;11.84;12.57;3.14;1.16;90
g;com;NGC4952|NGC4962;;13:04:58.38;29:07:20.10;13.01;13.55;1.60;0.97;22
g;cen;NGC4953;;13:06:10.47;-37:35:08.70;;14.18;1.84;0.99;51
g;dra;NGC4954|NGC4972;;13:02:19.87;75:24:15.00;;14.15;0.99;0.65;68
g;hya;NGC4955;;13:06:04.82;-29:45:15.40;12.15;13.16;2.34;1.72;15
g;cvn;NGC4956;;13:05:00.94;35:10:40.90;12.38;13.27;1.56;1.52;60
g;com;NGC4957;;13:05:12.39;27:34:11.10;12.99;13.99;1.22;0.93;97
g;vir;NGC4958;;13:05:48.88;-8:01:13.00;10.59;11.49;4.79;1.20;7
g;cvn;NGC4959;;13:05:41.03;33:10:44.10;;15.29;0.74;0.64;178
g;com;NGC4961|NGC4960;;13:05:47.57;27:44:02.90;13.51;13.96;1.11;0.88;106
g;cvn;NGC4963;;13:05:51.95;41:43:18.90;;14.12;0.86;0.81;55
g;uma;NGC4964;;13:05:24.86;56:19:22.00;;14.04;1.10;0.69;134
g;hya;NGC4965;;13:07:09.38;-28:13:41.50;12.41;12.79;2.49;2.05;142
g;com;NGC4966;;13:06:17.31;29:03:46.30;13.32;14.02;1.03;0.49;142
g;uma;NGC4967;;13:05:36.43;53:33:51.40;;14.95;1.15;0.87;117
g;hya;NGC4968;;13:07:05.98;-23:40:37.30;14.79;13.85;2.28;1.04;57
gpair;vir;NGC4969;;13:07:03.00;13:38:13.00;;;0.80;;
g;vir;NGC4969 NED01;;13:07:02.74;13:38:14.50;;15.00;0.78;0.74;77
g;vir;NGC4969 NED02;;13:07:03.47;13:38:13.60;;15.64;0.68;0.66;82
g;hya;NGC4970|IC4196;;13:07:33.74;-24:00:30.80;;13.33;1.79;1.14;138
g;com;NGC4971;;13:06:54.96;28:32:52.90;;14.98;0.78;0.68;101
g;uma;NGC4973|IC0847;;13:05:32.15;53:41:06.50;;14.63;0.96;0.82;94
g;uma;NGC4974;;13:05:55.89;53:39:33.40;13.30;14.31;1.57;1.11;123
g;vir;NGC4975;;13:07:50.20;-5:01:02.90;;15.02;0.97;0.61;29
g;cen;NGC4976;;13:08:37.53;-49:30:23.10;10.08;10.97;5.83;3.27;161
g;uma;NGC4977;;13:06:04.43;55:39:21.90;;14.49;1.05;1.02;45
g;com;NGC4978;;13:07:50.53;18:24:55.80;;14.30;1.51;0.63;142
g;com;NGC4979|IC4198;;13:07:42.82;24:48:38.10;;15.07;0.86;0.74;102
g;hya;NGC4980;;13:09:10.08;-28:38:30.40;;13.55;1.77;0.78;165
g;vir;NGC4981;;13:08:48.74;-6:46:39.10;11.41;12.04;2.70;1.97;155
g;com;NGC4983;;13:08:27.29;28:19:13.80;13.95;14.90;1.04;0.57;122
g;vir;NGC4984;;13:08:57.23;-15:30:58.70;11.01;12.19;3.37;2.50;45
g;cvn;NGC4985;;13:08:12.10;41:40:34.80;;14.82;1.15;0.82;126
g;cvn;NGC4986;;13:08:24.46;35:12:23.20;;14.11;1.55;0.93;82
g;cvn;NGC4987;;13:07:59.06;51:55:45.50;;14.42;1.24;0.71;33
g;cen;NGC4988;;13:09:54.38;-43:06:20.60;;13.87;1.86;0.64;26
g;vir;NGC4989;;13:09:16.05;-5:23:47.10;;14.31;1.41;0.55;175
g;vir;NGC4990;;13:09:17.29;-5:16:22.10;13.82;14.09;0.90;0.81;48
g;vir;NGC4991;;13:09:15.11;02:20:51.60;;15.40;0.59;0.48;101
g;vir;NGC4992;;13:09:05.60;11:38:03.00;;14.46;1.06;0.60;11
g;hya;NGC4993|NGC4994;;13:09:47.70;-23:23:02.00;;13.45;1.55;1.35;173
g;vir;NGC4995;;13:09:40.65;-7:50:00.30;11.11;11.92;2.43;1.49;99
g;vir;NGC4996;;13:09:31.89;00:51:25.30;;14.29;1.81;1.36;16
g;vir;NGC4997;;13:09:51.70;-16:30:55.70;;14.00;1.61;0.89;85
g;cvn;NGC4998;;13:08:10.16;50:39:49.50;;14.92;1.02;0.87;19
g;vir;NGC4999;;13:09:33.13;01:40:23.00;;13.06;2.50;2.11;98
g;com;NGC5000;;13:09:47.49;28:54:25.00;13.28;13.98;1.28;1.02;63
g;uma;NGC5001;;13:09:33.11;53:29:39.40;;14.56;1.15;0.42;157
g;cvn;NGC5002;;13:10:38.01;36:38:02.10;;14.65;1.39;0.71;179
g;cvn;NGC5003;;13:08:37.91;43:44:15.10;;15.03;1.03;0.77;148
g;com;NGC5004;;13:11:01.55;29:38:12.10;13.15;14.10;1.33;0.96;167
g;com;NGC5004A;;13:11:01.70;29:34:41.80;14.44;15.18;1.25;0.55;173
g;com;NGC5004B|IC4210;;13:10:47.65;29:42:35.60;14.67;15.21;0.81;0.48;175
g;cvn;NGC5005;;13:10:56.23;37:03:33.10;10.71;10.54;4.82;1.52;70
g;vir;NGC5006;;13:11:45.77;-19:15:42.30;;13.40;2.07;1.66;2
g;uma;NGC5007;;13:09:14.39;62:10:30.10;;14.15;0.93;0.57;136
g;boo;NGC5008|IC4381;;14:10:57.24;25:29:50.00;;14.41;1.07;0.83;165
g;cvn;NGC5009;;13:10:47.03;50:05:34.30;;15.31;1.08;0.62;67
g;vir;NGC5010;;13:12:26.35;-15:47:52.30;;14.40;1.00;0.75;115
g;cen;NGC5011;;13:12:51.86;-43:05:46.40;11.38;12.39;2.92;2.43;154
g;cen;NGC5011A;;13:12:09.72;-43:18:28.30;;14.36;1.58;0.81;92
g;com;NGC5012;;13:11:37.04;22:54:55.80;;12.40;2.64;1.44;10
g;vir;NGC5013;;13:12:07.35;03:11:56.60;;14.95;0.74;0.51;148
g;cvn;NGC5014;;13:11:31.22;36:16:55.70;12.83;13.48;2.11;0.73;100
g;vir;NGC5015;;13:12:22.89;-4:20:11.30;;13.24;2.00;0.79;62
g;com;NGC5016;;13:12:06.68;24:05:42.00;12.56;13.08;1.57;1.14;56
g;vir;NGC5017;;13:12:54.50;-16:45:57.00;12.57;13.55;1.50;1.29;29
g;vir;NGC5018;;13:13:01.03;-19:31:05.50;10.85;11.68;3.49;2.17;99
g;vir;NGC5019;;13:12:42.39;04:43:46.80;;14.46;0.85;0.72;101
g;vir;NGC5020;;13:12:39.87;12:35:59.10;;13.00;2.69;2.42;85
g;cvn;NGC5021;;13:12:06.27;46:11:46.10;;14.19;1.49;0.60;78
g;vir;NGC5022;;13:13:30.79;-19:32:47.90;;13.81;2.46;0.49;19
g;cvn;NGC5023;;13:12:12.60;44:02:28.40;12.29;12.82;6.22;0.78;28
cl;com;NGC5024|M53;;13:12:55.23;18:10:08.80;7.79;8.95;9.00;;
g;cvn;NGC5025;;13:12:44.75;31:48:33.80;;14.50;2.07;0.51;59
g;cen;NGC5026;;13:14:13.64;-42:57:40.60;11.81;12.55;3.52;1.79;50
g;vir;NGC5027;;13:13:20.99;06:03:40.60;;14.96;1.10;1.01;0
g;vir;NGC5028;;13:13:45.86;-13:02:32.90;;14.18;2.12;1.38;118
g;cvn;NGC5029;;13:12:37.59;47:03:47.80;;14.20;1.52;0.93;147
g;vir;NGC5030;;13:13:54.15;-16:29:27.40;;14.03;1.78;1.16;173
g;vir;NGC5031;;13:14:03.22;-16:07:23.20;;14.21;1.89;0.30;110
g;com;NGC5032;;13:13:26.95;27:48:08.60;12.82;13.70;1.95;1.08;18
g;cvn;NGC5033;Crab Galaxy (2 of 2);13:13:27.47;36:35:38.20;10.68;10.70;9.84;4.58;172
g;umi;NGC5034;;13:12:19.01;70:38:57.70;;14.06;0.89;0.65;20
g;vir;NGC5035;;13:14:49.23;-16:29:33.70;12.84;13.68;1.56;0.99;171
g;vir;NGC5036;;13:14:42.84;-4:10:42.90;;15.26;0.69;0.57;73
g;vir;NGC5037;;13:14:59.37;-16:35:25.10;12.14;13.12;2.02;0.47;44
g;vir;NGC5038;;13:15:02.13;-15:57:06.50;;14.20;1.79;0.38;94
g;vir;NGC5039;;13:14:51.92;-4:09:29.40;;17.46;0.55;0.19;133
g;cvn;NGC5040;;13:13:32.64;51:15:30.10;;14.75;1.03;0.48;70
g;com;NGC5041;;13:14:32.46;30:42:20.80;13.38;14.13;1.26;0.97;143
g;hya;NGC5042;;13:15:31.02;-23:59:02.60;11.78;12.54;4.15;2.20;19
cl;cen;NGC5043;;13:16:14.66;-60:02:43.80;;;5.52;;
g;vir;NGC5044;;13:15:23.97;-16:23:07.90;10.78;11.58;3.66;3.17;41
*ass;cen;NGC5045;;13:16:47.00;-63:25:00.00;;;20.00;11.00;
g;vir;NGC5046;;13:15:45.12;-16:19:36.60;;14.08;1.02;0.85;42
g;vir;NGC5047;;13:15:48.52;-16:31:08.00;;13.60;2.86;0.29;84
g;hya;NGC5048;;13:16:08.38;-28:24:37.90;;13.96;1.57;0.92;43
g;vir;NGC5049;;13:15:59.30;-16:23:49.80;13.05;13.74;2.01;0.40;115
g;vir;NGC5050;;13:15:41.73;02:52:44.30;;14.31;1.40;0.44;32
g;hya;NGC5051;;13:16:20.10;-28:17:08.50;;14.00;1.65;0.71;48
g;com;NGC5052;;13:15:34.89;29:40:33.90;13.57;14.42;1.37;1.02;150
cl;com;NGC5053;;13:16:26.99;17:41:51.90;9.96;;4.80;;
g;vir;NGC5054;;13:16:58.49;-16:38:05.50;10.79;11.64;5.04;2.90;171
g;cvn;NGC5055|M63;Sunflower Galaxy;13:15:49.33;42:01:45.40;8.61;9.32;11.83;7.16;103
g;com;NGC5056;;13:16:12.32;30:57:01.20;13.13;13.70;1.62;0.82;1
g;com;NGC5057;;13:16:27.77;31:01:53.40;;14.44;1.31;0.99;0
g;vir;NGC5058;;13:16:52.31;12:32:53.60;;14.25;0.76;0.56;13
g;vir;NGC5059;;13:16:58.46;07:50:40.20;;15.44;1.12;0.41;6
g;vir;NGC5060;;13:17:16.22;06:02:14.80;;14.09;1.17;0.95;61
g;hya;NGC5061;;13:18:05.07;-26:50:14.00;10.31;11.21;3.75;3.05;109
g;cen;NGC5062;;13:18:23.62;-35:27:31.20;12.24;13.27;2.69;1.18;132
g;cen;NGC5063;;13:18:25.71;-35:21:08.90;;13.26;2.02;1.63;146
g;cen;NGC5064;;13:18:59.93;-47:54:31.20;12.04;13.06;2.70;1.40;36
g;com;NGC5065;;13:17:30.61;31:05:33.70;;14.24;1.22;0.73;87
g;vir;NGC5066|NGC5069;;13:18:28.45;-10:14:02.00;;14.16;0.80;0.56;0
g;vir;NGC5068;;13:18:54.81;-21:02:20.80;10.06;10.64;7.48;6.70;138
g;vir;NGC5070|NGC5072;;13:19:12.56;-12:32:23.60;;14.46;1.17;0.98;90
g;vir;NGC5071;;13:18:37.19;07:56:07.90;;15.49;0.77;0.57;142
g;vir;NGC5073;;13:19:20.65;-14:50:40.30;;13.50;3.78;0.56;149
g;cvn;NGC5074;;13:18:25.77;31:28:08.70;14.03;14.41;0.82;0.41;145
g;vir;NGC5075;;13:19:06.25;07:49:51.70;;15.08;1.02;0.76;57
g;vir;NGC5076;;13:19:30.40;-12:44:27.10;;13.84;1.35;0.97;31
g;vir;NGC5077;;13:19:31.67;-12:39:25.10;11.65;12.32;2.65;2.07;4
g;hya;NGC5078;;13:19:49.98;-27:24:37.40;10.64;12.02;2.56;0.62;147
g;vir;NGC5079;;13:19:38.05;-12:41:56.50;;12.55;1.38;0.89;31
g;vir;NGC5080;;13:19:19.22;08:25:44.90;;14.32;1.31;1.17;93
g;com;NGC5081;;13:19:08.24;28:30:24.90;13.13;14.16;1.90;0.73;101
g;cen;NGC5082;;13:20:40.03;-43:41:59.80;;13.79;1.73;1.04;33
g;cvn;NGC5083;;13:19:03.10;39:35:21.60;;15.14;1.09;0.83;136
g;vir;NGC5084;;13:20:16.92;-21:49:39.30;10.49;11.60;9.93;2.46;80
g;hya;NGC5085;;13:20:17.75;-24:26:24.50;12.60;13.47;4.06;3.26;42
g;vir;NGC5087;;13:20:24.96;-20:36:39.60;11.13;12.22;2.99;2.52;6
g;vir;NGC5088;;13:20:20.25;-12:34:18.40;;13.15;1.86;0.51;180
g;com;NGC5089;;13:19:39.36;30:15:23.60;;14.33;0.95;0.65;122
g;cen;NGC5090;;13:21:12.82;-43:42:16.40;11.28;12.57;3.51;2.76;106
g;cen;NGC5090A;;13:19:21.11;-43:38:57.80;;14.43;1.91;0.73;142
g;cen;NGC5090B;;13:20:17.52;-43:51:52.80;;14.15;2.39;0.85;128
g;cen;NGC5091;;13:21:17.72;-43:43:10.80;13.35;13.85;2.15;1.33;122
g;com;NGC5092;;13:19:51.53;22:59:59.60;;14.39;1.01;0.96;50
g;cvn;NGC5093;;13:19:37.81;40:23:10.00;;14.54;1.14;0.53;139
g;vir;NGC5094;;13:20:46.85;-14:04:50.40;;14.41;1.52;1.13;99
g;vir;NGC5095;;13:20:36.87;-2:17:21.60;;14.53;1.29;0.41;122
gtrpl;cvn;NGC5096;;13:20:08.70;33:05:22.00;;;0.70;;
g;cvn;NGC5096 NED01;;13:20:08.69;33:05:16.60;;15.26;0.87;0.71;7
g;cvn;NGC5096 NED02;;13:20:09.16;33:05:26.70;;16.35;0.66;0.49;79
g;cvn;NGC5096 NED03;;13:20:08.09;33:05:22.50;;16.59;0.65;0.48;60
g;vir;NGC5097;;13:20:59.69;-12:28:16.50;;14.86;0.54;0.39;38
gpair;cvn;NGC5098;;13:20:16.20;33:08:39.00;;;1.60;;
g;cvn;NGC5098 NED01;;13:20:17.75;33:08:41.10;;15.12;0.79;0.65;61
g;cvn;NGC5098 NED02;;13:20:14.73;33:08:36.30;;14.70;1.10;0.98;61
g;vir;NGC5099;;13:21:19.57;-13:02:32.50;;15.34;0.69;0.59;50
gpair;vir;NGC5100;;13:20:58.60;08:58:55.00;;;1.40;;
g;vir;NGC5100 NED01;;13:20:57.58;08:59:07.70;;17.05;0.66;0.42;146
g;hya;NGC5101;;13:21:46.24;-27:25:49.90;10.46;11.57;5.90;5.52;123
g;cen;NGC5102;Iota's Ghost;13:21:57.61;-36:37:48.90;9.88;10.26;9.71;3.71;49
g;cvn;NGC5103;;13:20:30.08;43:05:02.30;;13.43;1.59;0.98;142
g;vir;NGC5104;;13:21:23.09;00:20:32.60;;14.28;1.20;0.46;170
g;vir;NGC5105;;13:21:49.09;-13:12:24.40;11.81;12.81;1.93;1.37;140
g;vir;NGC5106|NGC5100 NED02;;13:20:59.59;08:58:41.90;;14.89;0.94;0.67;22
g;cvn;NGC5107;;13:21:24.68;38:32:15.40;;13.75;1.71;0.51;128
g;cen;NGC5108;;13:23:18.84;-32:20:31.60;;15.02;1.32;0.37;2
g;uma;NGC5109|NGC5113;;13:20:52.35;57:38:41.10;;13.51;1.60;0.43;155
g;vir;NGC5110|NGC5111;;13:22:56.52;-12:57:53.30;;13.61;2.63;2.10;108
g;cvn;NGC5112;;13:21:56.40;38:44:04.90;12.17;12.63;2.99;1.83;127
g;cen;NGC5114;;13:24:01.73;-32:20:38.20;;13.65;1.81;1.12;78
g;vir;NGC5115;;13:23:00.38;13:57:02.40;;14.73;1.14;0.63;97
g;com;NGC5116;;13:22:55.61;26:58:50.60;;13.41;1.95;0.67;39
g;cvn;NGC5117;;13:22:56.48;28:18:59.20;;14.40;1.54;0.76;154
g;vir;NGC5118|IC4236;;13:23:27.45;06:23:33.20;;14.38;0.95;0.82;91
g;vir;NGC5119;;13:24:00.32;-12:16:35.20;;14.29;1.49;0.41;22
cl;cen;NGC5120;;13:25:39.41;-63:27:30.00;10.80;11.68;;;
g;cen;NGC5121;;13:24:45.61;-37:40:55.90;11.62;12.48;2.16;1.67;30
g;cen;NGC5121A;;13:25:32.80;-37:22:43.70;;15.70;1.21;0.38;106
g;vir;NGC5122;;13:24:14.94;-10:39:15.40;;13.94;1.15;1.00;126
g;cvn;NGC5123;;13:23:10.52;43:05:10.50;;13.51;1.18;1.05;154
g;cen;NGC5124|IC4233;;13:24:50.43;-30:18:27.10;12.08;13.08;2.48;0.80;12
g;vir;NGC5125;;13:24:00.71;09:42:36.70;;13.53;1.77;1.37;169
g;cen;NGC5126;;13:24:53.60;-30:20:01.00;;14.20;1.86;0.64;57
g;cvn;NGC5127;;13:23:45.02;31:33:56.70;;13.62;2.18;1.58;72
g;cen;NGC5128;;13:25:27.62;-43:01:08.80;7.22;7.79;25.88;19.77;33
g;vir;NGC5129;;13:24:10.01;13:58:35.50;12.11;13.03;1.65;1.29;7
g;vir;NGC5130;;13:24:27.16;-10:12:36.80;;14.25;1.11;0.82;45
g;cvn;NGC5131;;13:23:56.94;30:59:17.00;;14.22;0.45;0.39;77
g;vir;NGC5132;;13:24:28.90;14:05:33.30;;14.23;1.31;0.88;63
g;vir;NGC5133;;13:24:52.91;-4:04:55.20;;14.54;1.10;0.65;25
g;vir;NGC5134;;13:25:18.55;-21:08:03.00;11.77;12.45;2.70;1.53;159
g;hya;NGC5135;;13:25:44.06;-29:50:01.20;12.59;12.83;2.40;2.20;125
g;vir;NGC5136|IC0888;;13:24:51.41;13:44:16.30;;14.46;1.31;1.17;89
g;vir;NGC5137;;13:24:52.50;14:04:37.90;;15.55;0.77;0.55;120
cl;cen;NGC5138;;13:27:15.21;-59:02:27.40;5.33;6.12;4.20;;
cl;cen;NGC5139;Omega Centauri;13:26:45.89;-47:28:36.70;5.33;6.12;27.00;;
g;cen;NGC5140;;13:26:21.73;-33:52:06.50;12.97;12.85;2.36;1.98;47
g;cvn;NGC5141;;13:24:51.44;36:22:42.70;12.80;13.79;1.59;1.10;78
g;cvn;NGC5142;;13:25:01.11;36:23:58.20;13.25;14.18;1.18;1.04;14
g;cvn;NGC5143;;13:25:01.28;36:26:13.80;;15.91;0.53;0.34;101
gpair;umi;NGC5144;;13:22:53.70;70:30:44.00;;;1.10;;
g;umi;NGC5144 NED01;;13:22:53.49;70:30:36.40;;15.67;0.89;0.40;55
g;umi;NGC5144 NED02;;13:22:54.08;70:30:53.00;13.15;13.47;1.00;0.81;151
g;cvn;NGC5145;;13:25:13.92;43:16:02.20;;13.48;1.97;1.45;84
g;vir;NGC5146;;13:26:37.49;-12:19:26.30;;14.09;2.16;1.39;33
g;vir;NGC5147;;13:26:19.73;02:06:03.10;12.13;12.28;1.47;1.36;160
g;vir;NGC5148;;13:26:38.78;02:18:49.40;;15.37;0.66;0.60;0
g;cvn;NGC5149;;13:26:09.15;35:56:03.90;;13.73;1.62;0.95;153
g;hya;NGC5150;;13:27:36.54;-29:33:44.10;12.60;13.43;1.40;1.03;117
g;com;NGC5151;;13:26:40.84;16:52:25.70;;14.62;0.91;0.82;175
g;hya;NGC5152;;13:27:51.12;-29:37:07.00;;13.57;2.03;1.04;110
g;hya;NGC5153;;13:27:54.33;-29:37:04.90;11.92;12.91;2.44;1.89;17
g;cvn;NGC5154;;13:26:28.54;36:00:37.00;;14.73;1.35;1.26;60
*ass;cen;NGC5155;;13:28:35.09;-63:30:31.30;;;9.30;;
g;cen;NGC5156;;13:28:44.09;-48:55:00.50;11.86;12.51;2.54;2.08;115
g;cvn;NGC5157;;13:27:16.85;32:01:50.60;;14.13;1.32;1.11;116
g;com;NGC5158;;13:27:46.97;17:46:43.80;;13.78;0.98;0.93;30
g;vir;NGC5159;;13:28:16.17;02:58:57.60;;15.09;1.24;0.35;162
g;cen;NGC5161;;13:29:13.91;-33:10:25.80;11.52;12.03;5.36;1.62;77
g;vir;NGC5162|NGC5174;;13:29:25.93;11:00:28.40;;13.63;2.96;1.60;162
g;uma;NGC5163;;13:26:54.26;52:45:12.70;;14.79;1.13;0.72;10
g;uma;NGC5164;;13:27:11.90;55:29:13.80;;14.50;0.99;0.90;35
g;vir;NGC5165;;13:28:39.18;11:23:13.40;;14.55;1.64;0.91;2
g;cvn;NGC5166;;13:28:15.04;32:01:56.60;;14.31;2.13;0.37;67
g;vir;NGC5167;;13:28:40.23;12:42:40.30;;14.63;1.00;0.96;15
cl;cen;NGC5168;;13:31:05.25;-60:56:21.20;9.10;9.55;4.20;;
g;cvn;NGC5169;;13:28:10.05;46:40:19.70;;14.56;1.51;0.60;104
g;vir;NGC5170;;13:29:48.79;-17:57:59.10;11.23;12.07;7.96;1.41;123
g;vir;NGC5171;;13:29:21.56;11:44:06.40;12.80;13.74;1.07;0.78;5
g;com;NGC5172;;13:29:19.31;17:03:06.90;11.96;12.68;2.38;1.34;101
g;cvn;NGC5173;;13:28:25.27;46:35:29.90;;13.38;1.10;1.04;130
g;vir;NGC5176;;13:29:24.96;11:46:53.30;;15.43;0.38;0.38;130
g;vir;NGC5177;;13:29:24.26;11:47:49.30;;15.33;0.86;0.23;134
g;vir;NGC5178;;13:29:29.31;11:37:29.20;;14.82;1.03;0.66;94
g;vir;NGC5179;;13:29:30.88;11:44:45.00;;14.74;1.10;0.73;40
g;com;NGC5180;;13:29:26.96;16:49:33.00;13.00;13.97;1.25;0.89;34
g;vir;NGC5181;;13:29:42.00;13:18:14.80;;14.54;1.04;0.90;30
g;hya;NGC5182;;13:30:41.11;-28:09:01.10;12.56;13.39;2.06;1.60;12
g;vir;NGC5183;;13:30:06.15;-1:43:14.10;;13.66;1.72;0.60;118
g;vir;NGC5184;;13:30:11.49;-1:39:47.30;;13.51;1.57;0.94;128
g;vir;NGC5185;;13:30:02.25;13:24:57.80;;14.47;2.00;0.74;58
g;vir;NGC5186;;13:30:03.90;12:10:30.70;;15.65;0.73;0.49;160
g;cvn;NGC5187;;13:29:48.19;31:07:48.50;;14.55;0.81;0.54;45
g;cen;NGC5188;;13:31:28.28;-34:47:39.90;12.04;12.91;3.41;2.41;98
pn;mus;NGC5189|IC4274;Spiral Planetary Nebula;13:33:32.91;-65:58:26.60;;10.30;2.33;;
g;com;NGC5190;;13:30:38.55;18:08:04.60;13.14;13.90;0.97;0.76;155
g;vir;NGC5191;;13:30:47.36;11:12:02.70;;14.76;1.03;0.67;89
g;vir;NGC5192;;13:30:51.68;-1:46:43.30;;15.27;0.61;0.30;12
g;cen;NGC5193;;13:31:53.53;-33:14:03.20;11.73;12.58;2.07;1.89;65
g;cen;NGC5193A;;13:31:49.08;-33:14:22.10;;14.14;1.49;0.53;48
g;cvn;NGC5194|M51;Whirlpool Galaxy;13:29:52.71;47:11:42.60;8.36;8.61;13.71;11.67;163
g;cvn;NGC5195;;13:29:59.59;47:15:58.10;9.58;10.50;5.50;4.36;79
g;vir;NGC5196;;13:31:19.66;-1:36:54.20;;15.19;0.87;0.80;165
g;vir;NGC5197;;13:31:25.13;-1:41:35.00;;15.81;0.86;0.19;148
g;cvn;NGC5198;;13:30:11.40;46:40:14.80;11.78;12.71;2.03;1.68;15
g;cvn;NGC5199;;13:30:42.76;34:49:50.40;;14.80;1.27;0.91;130
g;uma;NGC5201;;13:29:16.21;53:04:55.10;;14.19;1.58;0.99;127
g;vir;NGC5202;;13:32:00.51;-1:41:55.60;;15.52;0.67;0.29;178
g;vir;NGC5203;;13:32:13.40;-8:47:10.40;;14.24;1.66;1.05;90
g;uma;NGC5204;;13:29:36.51;58:25:07.40;11.32;11.72;4.50;2.82;5
